Source	Left	Key1	Right	Year	Decade	Lemma
SOZ10	und die Strassenschlachten von morgen	sind vorprogrammiert.	Für die deutsche	2010	2015	vorprogrammiert
RHZ10	"Am Römerlager". Staus und Engstellen	sind programmiert.	Grund für die lange Bauzeit	2010	2015	programmiert
WPD11	Auch technische Pannen und Stürze	sind vorprogrammiert.	Fahrer, die hier dem Tempo	2010	2015	vorprogrammiert
NUN10	zu gehen: der Verlust an Selbstachtung	ist programmiert.	Dr. Michael Thümmler, Erlangen	2010	2015	programmiert
M10	werden sollen. Der Protest der Bürger	ist programmiert,	wenn mitten in ihrer Stadt	2010	2015	programmiert
RHZ10	vor. Juristische Auseinandersetzungen	sind programmiert.	Gegen die Birkenfelder	2010	2015	programmiert
BRZ10	- allerlei kulinarischer Rummel	ist vorprogrammiert.	Intendant Rainer Steinkamp	2010	2015	vorprogrammiert
NZS11	dreht, weitere Verwerfungen	sind programmiert,	und neues Fluchtkapital wird	2011	2015	programmiert
NUN11	damit anzufangen. Scheitern und Frust	sind programmiert.	"Wenn ich Radfahren lernen	2011	2015	programmiert
A11	gesperrt. Das Verkehrschaos	ist programmiert.	Scheitlin: Das Ziel ist, die	2011	2015	programmiert
NZZ11	und zerfetzt Abfallsäcke: Die Konflikte	sind programmiert.	Und wenn sich ein handzahmer	2011	2015	programmiert
Z11	und beschlossen werden. Streit darüber	ist programmiert.	Auch in puncto Finanzen hat	2011	2015	programmiert
BRZ11	Eagle Jazz Band spielt auf - Nostalgie	ist vorprogrammiert.	Die Gruppe gastierte	2011	2015	vorprogrammiert
M11	so. Mangelerscheinungen und Jojo-Effekt	sind programmiert,	am Ende wird die ixte Diät	2011	2015	programmiert
RHZ11	Europabrücke verlagern. Lange Staus	sind programmiert.	Informationen zur aktuellen	2011	2015	programmiert
M11	am Anfang des Jahres 2012. "Veränderungen	sind programmiert",	sagte der Vorsitzende zu	2011	2015	programmiert
PBE	Entscheidung. Die nächste Bauchlandung	ist vorprogrammiert.	So geht es nicht. Die	2011	2015	vorprogrammiert
WWO11	ziehen. Jahrelange Verzögerungen	sind programmiert.	Bei den Verhinderern handle	2011	2015	programmiert
Z11	in Rekordzeit herunterschlingen. Chaos	ist programmiert:	2500 bis 4000 Studenten	2011	2015	programmiert
WPD11	mit ihm verwandt sind. Probleme	sind programmiert.	Trotzdem schafft der	2011	2015	programmiert
A11	im Fernsehen an. Die Verwicklungen	sind programmiert.	Mitglieder des Chores geben	2011	2015	programmiert
NKU11	Diskussionen und Folgemaßnahmen	sind vorprogrammiert.	Der Vorteil als	2011	2015	vorprogrammiert
NON11	Geburtstag vor. Die Probleme	sind vorprogrammiert:	Opa möchte nicht mehr der	2011	2015	vorprogrammiert
P11	mit Universitätsräten und dem BMWF	sind vorprogrammiert.	Befremdlich war sodann,	2011	2015	vorprogrammiert
Z11	das Berliner Weltkulturerbe Museumsinsel	ist programmiert	Nikolaus Bernau Eine gewisse	2011	2015	programmiert
BRZ11	Ein Abend mit Lachgarantie	ist vorprogrammiert,	wenn die bewährte	2011	2015	vorprogrammiert
A11	Zustimmung stösst, Interessenkonflikte	sind programmiert.	Während sich die	2011	2015	programmiert
A11	bedienen? Kirchenpolitische Machtkämpfe	sind vorprogrammiert	und werden auf dem Rücken	2011	2015	vorprogrammiert
RHZ11	morgen entwickeln. Spektakuläre Blicke	sind programmiert,	zum Beispiel auf Katrin. Es	2011	2015	programmiert
SOZ11	ganz konfliktfrei zu und her geht,	ist programmiert.	Begleitet und geleitet werden	2011	2015	programmiert
BRZ11	gegen die verordnete Sexualmoral	sind programmiert.	Die Kirche könnte ihre	2011	2015	programmiert
BRZ11	nicht gut gehen. Konflikt und Komik	sind vorprogrammiert,	der Witz liegt in Wort	2011	2015	vorprogrammiert
U11	einzelner Fahrspuren nötig machen. Staus	sind programmiert.	Klaus C. Koch Wasser-Werk:	2011	2015	programmiert
U11	gegen die verordnete Sexualmoral	sind programmiert.	Die Kirche könnte ihre	2011	2015	programmiert
NON11	CD/MP3-Radio. Unser Fazit: Der Erfolg	ist vorprogrammiert!	Positive Ausstrahlung.	2011	2015	vorprogrammiert
NUN11	Europaparlament, Herbert Reul. Streit	ist vorprogrammiert.	MARION TRIMBORN(dpa)	2011	2015	vorprogrammiert
SOZ11	Stromleitungen und einstürzende Dächer	sind programmiert,	wenn sich der fluffige	2011	2015	programmiert
HMP11	permanent regnen. Eine Schlammschlacht	ist programmiert.	Hätte der HSV einen Tag eher,	2011	2015	programmiert
BRZ11	ein" (29. Januar): Das Dilemma	ist vorprogrammiert.	Die Stadt schreibt vor:	2011	2015	vorprogrammiert
FOC11	Wochen in den USA - der Lagerkoller	ist programmiert.	Deshalb dachten mein Trainer	2011	2015	programmiert
WDD11	Das Scheitern eines solchen Vorhabens	ist vorprogrammiert.	--Atomiccocktail 12:30, 7.	2011	2015	vorprogrammiert
PHH	(Beifall bei der CDU) Der Konflikt	ist vorprogrammiert.	Herr Rose, Mitglied der	2011	2015	vorprogrammiert
WDD11	geeignet! Sehr große Schmerzen	sind vorprogrammiert	wenn sie sich diesen Stoff	2011	2015	vorprogrammiert
VDI11	Machtkampf um die funkende Geldbörse	ist vorprogrammiert	Mobilfunk: Fast jeder	2011	2015	vorprogrammiert
NKU11	Weitere uelle auf dem Feld	sind vorprogrammiert.	Krüger sortiert die	2011	2015	vorprogrammiert
RHZ11	Regelung dürfte sehr gering sein. Ärger	ist programmiert.	Und für die Anwohner muss es	2011	2015	programmiert
P11	- im Guten wie im Schlechten -	sind programmiert.	Dass jetzt eine gute Zeit	2011	2015	programmiert
NUN11	von Erlangen forciert werden - Staus	sind programmiert.	Bis zur Anschlussstelle	2011	2015	programmiert
BRZ11	und Lärmbelästigungen für die Anwohner	sind programmiert	- die Schattenseite der	2011	2015	programmiert
A11	Unliebsame Begegnungen und Verwechslungen	sind vorprogrammiert.	Portier Alfredo Cavallo -	2011	2015	vorprogrammiert
NON11	Clubbing-Ärger	ist vorprogrammiert	Immer wieder kommt es rund	2011	2015	vorprogrammiert
NON11	mit Funky FM4-Sound. Hochstimmung	ist vorprogrammiert",	versprechen Authried und	2011	2015	vorprogrammiert
WWO11	zwischen der jungen und der alten Garde	ist programmiert	und kann auch schon benannt	2011	2015	programmiert
NKU11	Grünen-Bundestagsfraktion. Widerstand	ist programmiert:	"Die Zeiten der stillen	2011	2015	programmiert
NKU11	Art der Neuberechnung des Regelsatzes	sind programmiert.	Ein wunder Punkt könnte die	2011	2015	programmiert
NON11	für Business und privat. Der Erfolg	ist vorprogrammiert	...	2011	2015	vorprogrammiert
ZCA11	in Rekordzeit herunterschlingen. Chaos	ist programmiert:	2500 bis 4000 Studenten	2011	2015	programmiert
NEW11	Fumagalli weiter: "Der Skandal	ist programmiert.	Richard Lugner wird damit	2011	2015	programmiert
RHZ11	gebracht. Terror, Tränen und Gewalt	sind programmiert.	Solange Politiker wie Sarah	2011	2015	programmiert
P11	nicht in Yuan Geschäfte zu machen,	ist vorprogrammiert.	Sollte der Yuan	2011	2015	vorprogrammiert
A11	gegen Schaffhausen. Ein Handballfest	ist programmiert.»	Spielerisch werden die	2011	2015	programmiert
NKU11	ist programmiert" "Die Altersarmut	ist programmiert"	"Für Frauen gibt es eine	2011	2015	programmiert
NKU11	"Die Altersarmut	ist programmiert"	"Die Altersarmut ist	2011	2015	programmiert
NKU11	immer schwieriger, ihre Altersarmut	ist vorprogrammiert",	so Polkaehn. In MV	2011	2015	vorprogrammiert
NON11	auch den Erfolg. Ein heißes Frühjahr	ist vorprogrammiert.	PYHRA. Besser kann die	2011	2015	vorprogrammiert
A11	frauenfeld. Die Feiern und Projekte	sind programmiert;	seit Monaten bereiten	2011	2015	programmiert
P11	ihren diesbezüglichen Gesetzesvorschlag	ist programmiert.	(Bericht dazu auf Seite 2)  *	2011	2015	programmiert
NON11	Sicht genommen. Gefahrensituationen	sind vorprogrammiert.	Verkehrsstadtrat DI	2011	2015	vorprogrammiert
WPD11	den Kopf. Verwicklungen en Masse	sind vorprogrammiert,	nicht zuletzt, da für Sid	2011	2015	vorprogrammiert
WPD11	stecken und diverse Verwicklungen	sind programmiert.	Wissenswertes Der allererste	2011	2015	programmiert
NUN11	in der Wüste finanziert. Chaos	ist programmiert,	nicht nur weil Luk keine	2011	2015	programmiert
WPD11	Schüler Ernst. Probleme und Skandale	sind vorprogrammiert.	Kritik Ein Zitat aus der	2011	2015	vorprogrammiert
WPD11	ihr Mann fast ständig pleite und Streit	ist vorprogrammiert.	So beginnt sie eine	2011	2015	vorprogrammiert
WPD11	die Irren noch irrer macht. Das Chaos	ist vorprogrammiert.	Lieder Knutschfleck (Ixi)	2011	2015	vorprogrammiert
WPD11	zu Besuch. Der Mutter-Tochter-Konflikt	ist programmiert.	Hintergründe Die Autoren	2011	2015	programmiert
PMV	Infrastruktur auch in unserem Land	sind vorprogrammiert	und die Wirtschaft wird	2011	2015	vorprogrammiert
WDD11	es dabei zu Fehlinterpretationen kommt	ist vorprogrammiert)	Iridos 02:14, 12. Mai 2010	2011	2015	vorprogrammiert
FLT11	wir es machen', sagt er, "die Kritik	ist vorprogrammiert.'	In erzkonservativen	2011	2015	vorprogrammiert
PBT	und Polen. Altersarmut in Deutschland	ist vorprogrammiert.	Und dabei ist bei der	2011	2015	vorprogrammiert
NZZ11	vorzunehmenden Budgetkürzungen	ist programmiert.	Die Bemühungen, die	2011	2015	programmiert
U11	- Konflikte zwischen Mensch und Natur	sind programmiert	Man hätte nicht gedacht, dass	2011	2015	programmiert
NZZ11	Streit um die Bankenregulierung	ist programmiert	Die von den Grossbanken	2011	2015	programmiert
M11	abzulichten. Die Familienkatastrophe	ist programmiert.	Mit kindlich-naivem Charme	2011	2015	programmiert
NUZ11	Bridgestone, reihenweise Boxenstopps	sind programmiert.	Der 82-PS-Zusatzschub des	2011	2015	programmiert
PBT	Wo ist die Verbesserung? Die Umgehung	ist vorprogrammiert.	Es liegt auf der Hand, was	2011	2015	vorprogrammiert
BRZ11	Genug Zündstoff	ist vorprogrammiert	Isenbüttel empfängt	2011	2015	vorprogrammiert
HMP11	mögliche Ziele für ihn Sein Abschied	ist programmiert.	Ruud van Nistelrooy wird den	2011	2015	programmiert
T11	im Amt bleiben. Aber der Richtungsstreit	ist programmiert.	Der konservative Flügel bangt	2011	2015	programmiert
NUZ11	so ganz schuldlos ist? Die Eskalation	ist vorprogrammiert:	aus dem privaten	2011	2015	vorprogrammiert
SOZ11	im privaten und öffentlichen Verkehr	sind vorprogrammiert.	Ausreichende	2011	2015	vorprogrammiert
RHZ11	einfach wunderbar. Das Chaos	ist programmiert	und gute Unterhaltung	2011	2015	programmiert
A11	wird vermindert: Unfälle und Staus	sind programmiert.	Was ja bei der zu bauenden	2011	2015	programmiert
A11	Ein Verteilkampf	ist programmiert	Die A1-Engpassbeseitigung St.	2011	2015	programmiert
NKU11	5,5 Milliarden Euro schrumpfen. "Es	ist programmiert,	dass wir jedes Jahr 150	2011	2015	programmiert
NZS11	Bezug zur Realität zu verlieren. Man	ist programmiert	und wird umsorgt manchmal wird	2011	2015	programmiert
PRF11	Das Aufeinanderprallen der Geschwister	ist vorprogrammiert	- und mündet in ein	2011	2015	vorprogrammiert
PBT	in ungesicherten Minijobs. Altersarmut	ist vorprogrammiert.	Das, meine Damen und	2011	2015	vorprogrammiert
SOZ11	Glarner Politik ist im Lot Der Wandel	ist vorprogrammiert.	Zumindest auf politischer	2011	2015	vorprogrammiert
Z11	doch geschadet hat ihm das nie. »Flops	sind vorprogrammiert,	man muss da auch ein	2011	2015	vorprogrammiert
WDD11	und juristische Auseinandersetzunegn	sind vorprogrammiert,	zumal gerade die unklare	2011	2015	vorprogrammiert
A11	Harte Diskussionen im Grossen Rat	sind vorprogrammiert:	Für den Fall, dass die	2011	2015	vorprogrammiert
A11	plaziert werden: «Das Verkehrschaos	ist vorprogrammiert.»	Bevölkerung	2011	2015	vorprogrammiert
NZZ11	doch politisches Konfliktpotenzial	ist programmiert.	So bleibt zum Beispiel offen,	2011	2015	programmiert
SBL11	auf.» Heftiger Widerstand der Fischer	ist programmiert.	Wasserkraftprojekte	2011	2015	programmiert
NZZ11	Quersubventionen, Generationenkonflikte	sind programmiert.	Grössere Risiken Die	2011	2015	programmiert
NUN11	- Erschütterungen innerhalb der Partei	sind programmiert.	Das Finanzpaket soll im Juni	2011	2015	programmiert
WDD11	verhöhnen und provozieren(das gejammer	ist vorprogrammiert)	ich fand deinen beitrag	2011	2015	vorprogrammiert
SOZ11	gibt es seither nicht mehr. Protest	ist programmiert	Dem Land droht eine unruhige	2011	2015	programmiert
M11	reißen derweil nicht ab. "Die Umschuldung	ist programmiert",	titelte die linksliberale	2011	2015	programmiert
NKU11	Überraschungen	sind vorprogrammiert	aktion Beim Templiner	2011	2015	vorprogrammiert
NUN11	derweil nicht ab. "Die Umschuldung	ist programmiert",	titelte die linksliberale	2011	2015	programmiert
NUZ11	auch Feuilleton S.29). "Die Umschuldung	ist programmiert",	titelte die linksliberale	2011	2015	programmiert
T11	der Kredite nicht ab. "Die Umschuldung	ist programmiert",	titelte die linksliberale	2011	2015	programmiert
FOC11	an der Berliner Charité, "Engpässe	sind programmiert,	weil gleichzeitig	2011	2015	programmiert
A11	«Das Verkehrschaos zu Stosszeiten	ist vorprogrammiert.	Benützer des öffentlichen	2011	2015	vorprogrammiert
A11	sind nicht zugelassen. Konflikte	sind vorprogrammiert.	«Deshalb wollten wir	2011	2015	vorprogrammiert
HMP11	die Radwege aus allen Nähten. Unfälle	sind programmiert.	Denn viele Radfahrer	2011	2015	programmiert
HMP11	-der Weg in die Altersarmut	ist programmiert.	Klaus F. Zimmermann, Direktor	2011	2015	programmiert
RHZ11	Schwere Auseinandersetzungen	sind programmiert.	Doch Nathan der Weise schafft	2011	2015	programmiert
NON11	zu melden. Der Asphaltbruch	ist vorprogrammiert	Jetzt, nachdem die Felder	2011	2015	vorprogrammiert
SOZ11	keine Pisten präpariert werden. Damit	ist vorprogrammiert,	dass der Wildeinstand im	2011	2015	vorprogrammiert
U11	virtuellen Taifun gefasst machen. Der	ist programmiert	auf einem 28 mal sieben Meter	2011	2015	programmiert
A11	Besucherinnen und Besucher. Der Erfolg	ist programmiert.	Stadtpräsident Daniel Bühler	2011	2015	programmiert
M11	Kriminaloberkommissar Werner Sturm. Zoff	ist programmiert	Schüler würden sich zum	2011	2015	programmiert
SOZ11	rund um die Dreichfach-Turnhalle	sind vorprogrammiert.	Damit alles ein wenig	2011	2015	vorprogrammiert
LTB11	spannender und intensiver Schlussspurt	ist vorprogrammiert",	so Nationaltrainer Luc	2011	2015	vorprogrammiert
NKU11	Juni ankündigen. Sport, Spiel und Spaß	sind vorprogrammiert.	Um 10.30 Uhr gehen die	2011	2015	vorprogrammiert
NKU11	Juni ankündigen. Sport, Spiel und Spaß	sind vorprogrammiert.	Um 10.30 Uhr gehen die	2011	2015	vorprogrammiert
A11	getroffen werden - Unsicherheiten	sind vorprogrammiert.	In einer	2011	2015	vorprogrammiert
NZZ11	weiter gestritten werden, Konflikte	sind programmiert.	«Liberalism light»?	2011	2015	programmiert
SOZ11	Eis, Angriffe von rechts und links	sind programmiert.	Doch spielt sie jene	2011	2015	programmiert
BRZ11	Gegenseitige Behinderung	ist programmiert	Zur Diskussion über die	2011	2015	programmiert
NKU11	nur noch eine Gesamtbettenzahl vorgibt,	ist programmiert,	dass die Betreiber sich vor	2011	2015	programmiert
P11	die Nordspitze der Erde erheben. Streit	ist programmiert.	Von unserem Korrespondenten	2011	2015	programmiert
PMV	DIE LINKE)  der Untergang des Landes	ist vorprogrammiert,	wenn die erneuerbaren	2011	2015	vorprogrammiert
PTH	( Beifall FDP) Ein Streit unter Nachbarn	ist vorprogrammiert	und Verwaltungen können	2011	2015	vorprogrammiert
NKU11	dieser Gruppe. Beste Partystimmung	ist vorprogrammiert",	geht es aus der	2011	2015	vorprogrammiert
NZS11	Sprachen (Belgien). Die Demütigung	ist programmiert.	Blind für die Lächerlichkeit	2011	2015	programmiert
NKU11	beim FC Anker Wismar auf. Spannung	ist programmiert.	Den 21. Saisonsieg der	2011	2015	programmiert
SOZ11	Kunsthaus Glarus zu sehen. Der Südwind	ist programmiert:	Matthias Käser (am Laptop)	2011	2015	programmiert
NKU11	der Speedway-WM ausgetragen. Spannung	ist programmiert,	denn die ersten Fünf in der	2011	2015	programmiert
PSH	aufbauen. Die Altersarmut von Frauen	ist vorprogrammiert.	Hätten wir mehr	2011	2015	vorprogrammiert
U11	Vor dem Zweiten Weltkrieg - der Protest	ist vorprogrammiert.	Bei allem schließlich, was	2011	2015	vorprogrammiert
A11	Konfliktherd	ist vorprogrammiert	Sanierung und Neugestaltung	2011	2015	vorprogrammiert
A11	lassen. Ein längerfristiger Konfliktherd	ist vorprogrammiert:	Es könnte ja sein, dass in	2011	2015	vorprogrammiert
T11	Prozent, wird steigen. Soziale Konflikte	sind programmiert.	Am Tag vor den Wahlen räumte	2011	2015	programmiert
NUN11	zu schaffen - Ärger	ist programmiert:	So hat sich in Oberfürberg	2011	2015	programmiert
FLT11	auf den Straßen Richtung Osten	ist vorprogrammiert	( www.novarock.at).	2011	2015	vorprogrammiert
HMP11	Telekommander (Foto). Nackensteife	ist vorprogrammiert.	Sonnabend: Große Elbstraße	2011	2015	vorprogrammiert
RHZ11	aufs Bremspedal hüpfen - und Ärger	ist programmiert.	Denn vielen Autofahrern fällt	2011	2015	programmiert
RHZ11	wird es wolkig, sonnige Abschnitte	sind programmiert.	Die Temperaturen bewegen sich	2011	2015	programmiert
WDD11	mal von der "Nebenwirkung" (Widerspruch	ist vorprogrammiert)	der Kalkseifen absieht,	2011	2015	vorprogrammiert
WPD11	ertragen. Die menschliche Tragödie	ist vorprogrammiert.	Der Film klingt aus,	2011	2015	vorprogrammiert
NZS11	Tälern und die Erhöhung von Staumauern	ist programmiert.	Laut dem Bundesamt für	2011	2015	programmiert
NZZ11	weiteres Mal ins Leere laufen. Ein Flop	ist vorprogrammiert,	und der Steuerzahler darf	2011	2015	vorprogrammiert
M11	aufgrund der mangelnden Regeneration	sind programmiert.	Und dass mitten in den	2011	2015	programmiert
RHZ11	mit der Denkmalpflege	sind programmiert.	An dem Gerücht, dass die	2011	2015	programmiert
NZZ11	verankerten Natur- und Heimatschutz	sind programmiert.	Es vergeht kaum eine Woche,	2011	2015	programmiert
SOZ11	nun, denn die Konfusion bei den Wählern	ist programmiert,	wenn sie zwischen sozialen	2011	2015	programmiert
BRZ11	was es gibt, auch den Thron. Der Streit	ist vorprogrammiert	... Ziel der an der Schule	2011	2015	vorprogrammiert
M11	und Mixed. Spitzensport vom Feinsten	ist vorprogrammiert,	zumal die Titelkämpfe auch	2011	2015	vorprogrammiert
WWO11	ist ja nicht links-grün, Konflikte	sind programmiert.	Wie bist du das angegangen?	2011	2015	programmiert
NZZ11	Markt expandieren will. Die Katastrophe	ist vorprogrammiert.	Von einem «Schoggi-Job»	2011	2015	vorprogrammiert
SOZ11	letzte sein, denn die nächste Epidemie	ist vorprogrammiert.	Vor der rasch um sich	2011	2015	vorprogrammiert
NZS11	auszusetzen. Unruhe	ist programmiert.	Thorsten Fink, der Trainer	2011	2015	programmiert
T11	und der Zoff mit den Nachbarn. Denn der	ist programmiert:	Fast auf jeden zweiten	2011	2015	programmiert
T11	der Stimmen in der Partei. Der Konflikt	ist programmiert.	Bildungsminister Michael Gove	2011	2015	programmiert
RHZ11	"Großer Ärger bei allen Betroffenen	ist programmiert	und wird sich spätestens	2011	2015	programmiert
BRZ11	Familienleben besteht. Der Ärger	ist vorprogrammiert.	Bitterböse und urkomische	2011	2015	vorprogrammiert
VDI11	ein Budget von 925 Mrd. Euro. Konflikte	sind vorprogrammiert,	vor allem, da Nettozahler	2011	2015	vorprogrammiert
HMP11	umgestaltet werden. Baustellen	sind programmiert.	"Wir erwarten Widerstände der	2011	2015	programmiert
